Sample.Name,Mineralogy,Material,N,D47,D47error,Temperature,TempError,Temperature_original,TempError_original
2FPA1_Uvigerina-mediterranea,C,1,1,0.732377522,NA,12.52591259,0.026556698,9.4,0.3
2FPA1_Uvigerina-mediterranea,C,1,1,0.745933664,NA,12.52591259,0.026556698,9.4,0.3
2FPA1_Uvigerina-mediterranea,C,1,1,0.761057753,NA,12.52591259,0.026556698,9.4,0.3
2FPA1_Uvigerina-mediterranea,C,1,1,0.730580056,NA,12.52591259,0.026556698,9.4,0.3
MD08-3179_G_-ruber,C,1,1,0.706656826,NA,11.61266164,0.039471969,20.3,0.5
2FPA1_Uvigerina-mediterranea,C,1,1,0.732839815,NA,12.52591259,0.026556698,9.4,0.3
MD12-3426_Orbulina-universa,C,1,1,0.691280967,NA,11.37881642,0.053547297,23.3,0.7
2FPA1_Uvigerina-mediterranea,C,1,1,0.747218984,NA,12.52591259,0.026556698,9.4,0.3
MD08-3179_G_-inflata_400-450,C,1,1,0.714234455,NA,12.04377829,0.058303129,15,0.7
P132,A,1,1,0.7339,0.007841068,11.28725213,0.037825885,24.5,0.5
P8-30,A,1,1,0.7181,0.009455463,11.28725213,0.037825885,24.5,0.5
P132,A,1,1,0.7121,0.011458496,11.28725213,0.037825885,24.5,0.5
P110,A,1,1,0.6706,0.008317647,11.63644183,0.078984614,20,1
P8-30,A,1,1,0.7091,0.009663054,11.28725213,0.037825885,24.5,0.5
P52,A,1,1,0.707,0.010087925,11.28725213,0.037825885,24.5,0.5
P110,A,1,1,0.6926,0.009847485,11.63644183,0.078984614,20,1
P52,A,1,1,0.7101,0.009072378,11.28725213,0.037825885,24.5,0.5
P110,A,1,1,0.7077,0.010831038,11.63644183,0.078984614,20,1
P8-30,A,1,1,0.7207,0.009675226,11.28725213,0.037825885,24.5,0.5
P132,A,1,1,0.7187,0.007895257,11.28725213,0.037825885,24.5,0.5
Mytilus-4,C,1,1,0.766,0.009679597,13.01877838,0.046846952,4,0.5
Mytilus-12,C,1,1,0.7463,0.011611237,12.29853123,0.043016865,12,0.5
Mytilus-15,C,1,1,0.7419,0.009064437,12.04377829,0.041688367,15,0.5
Mytilus-15,C,1,1,0.7266,0.008504765,12.04377829,0.041688367,15,0.5
Mytilus-8,C,1,1,0.7497,0.009314178,12.65096995,0.044877474,8,0.5
Mytilus-4,C,1,1,0.7959,0.008908211,13.01877838,0.046846952,4,0.5
Mytilus-8,C,1,1,0.7557,0.010825626,12.65096995,0.044877474,8,0.5
Mytilus-15,C,1,1,0.7501,0.009861282,12.04377829,0.041688367,15,0.5
Mytilus-8,C,1,1,0.776,0.009275355,12.65096995,0.044877474,8,0.5
Mytilus-4,C,1,1,0.7622,0.00934596,13.01877838,0.046846952,4,0.5
Mytilus-12,C,1,1,0.7848,0.008043126,12.29853123,0.043016865,12,0.5
Mytilus-8,C,1,1,0.74,0.008680861,12.65096995,0.044877474,8,0.5
Mytilus-4,C,1,1,0.7573,0.008888736,13.01877838,0.046846952,4,0.5
Mytilus-15,C,1,1,0.736,0.009987178,12.04377829,0.041688367,15,0.5
P95,A,1,1,0.6914,0.010416262,11.63644183,0.078984614,20,1
P105,A,1,1,0.7072,0.010199608,11.63644183,0.078984614,20,1
P95,A,1,1,0.71,0.010446177,11.63644183,0.078984614,20,1
P95,A,1,1,0.7134,0.011500416,11.63644183,0.078984614,20,1
P105,A,1,1,0.6964,0.009455435,11.63644183,0.078984614,20,1
P105,A,1,1,0.7169,0.010412737,11.63644183,0.078984614,20,1
Mytilus-4,C,1,1,0.7905,0.009520882,13.01877838,0.046846952,4,0.5
Ha-2,A,1,1,0.7612,0.010301109,13.50154048,0.19627637,-1,2
Ha-2,A,1,1,0.7775,0.00992181,13.50154048,0.19627637,-1,2
Ha-3,A,1,1,0.7807,0.009472096,13.50154048,0.19627637,-1,2
Ha-2,A,1,1,0.7758,0.009265424,13.50154048,0.19627637,-1,2
Ha-1,A,1,1,0.7717,0.009880414,13.50154048,0.19627637,-1,2
Ha-3,A,1,1,0.7762,0.011557331,13.50154048,0.19627637,-1,2
Ha-3,A,1,1,0.7533,0.010259745,13.50154048,0.19627637,-1,2
Ha-1,A,1,1,0.7562,0.009559896,13.50154048,0.19627637,-1,2
Mt-2,A,1,1,0.7713,0.010459195,13.50154048,0.19627637,-1,2
Mt-2,A,1,1,0.7456,0.011266036,13.50154048,0.19627637,-1,2
Mt-3,A,1,1,0.7579,0.009661857,13.50154048,0.19627637,-1,2
Mt-1,A,1,1,0.7578,0.009653586,13.50154048,0.19627637,-1,2
Mt-3,A,1,1,0.7586,0.010460343,13.50154048,0.19627637,-1,2
Mt-2,A,1,1,0.7422,0.009824182,13.50154048,0.19627637,-1,2
Mt-1,A,1,1,0.771,0.009493617,13.50154048,0.19627637,-1,2
Mt-1,A,1,1,0.747,0.009636935,13.50154048,0.19627637,-1,2
Mt-3,A,1,1,0.7706,0.009575207,13.50154048,0.19627637,-1,2
Ci-3,C,1,1,0.7737,0.00978431,13.50154048,0.19627637,-1,2
Ci-3,C,1,1,0.7933,0.010970157,13.50154048,0.19627637,-1,2
Ci-3,C,1,1,0.7715,0.010029597,13.50154048,0.19627637,-1,2
Ci-1,C,1,1,0.776,0.009313706,13.50154048,0.19627637,-1,2
Ac-1_B-12,A,1,1,0.7767,0.008203571,13.50154048,0.19627637,-1,2
Ac-1_B-14,A,1,1,0.775,0.009934717,13.20872705,0.189948662,2,2
Ac-1_B-14,A,1,1,0.7708,0.007540663,13.20872705,0.189948662,2,2
Cc-3,A,1,1,0.747,0.010040741,13.20872705,0.189948662,2,2
Cc-1_B-14,A,1,1,0.7265,0.0101966,13.20872705,0.189948662,2,2
Cc-2_B-14,A,1,1,0.7349,0.007854623,13.20872705,0.189948662,2,2
Ab-2,A,1,1,0.7661,0.009599509,13.50154048,0.19627637,-1,2
Ab-1,A,1,1,0.7593,0.008413774,13.50154048,0.19627637,-1,2
Cc-2_B-12,A,1,1,0.74,0.009357038,13.50154048,0.19627637,-1,2
Cc-1_B-12,A,1,1,0.7403,0.010168883,13.50154048,0.19627637,-1,2
Cc-2_B-12,A,1,1,0.8357,0.009874981,13.50154048,0.19627637,-1,2
Ac-2,A,1,1,0.7279,0.010790245,13.20872705,0.189948662,2,2
Ha-1,A,1,1,0.7452,0.01047676,13.50154048,0.19627637,-1,2
Ci-2,C,1,1,0.7482,0.01023209,13.50154048,0.19627637,-1,2
Ci-3,C,1,1,0.7413,0.010026469,13.50154048,0.19627637,-1,2
Mt-2,A,1,1,0.7138,0.009606997,13.50154048,0.19627637,-1,2
Ab-3,A,1,1,0.7091,0.009669499,13.50154048,0.19627637,-1,2
Ci-1,C,1,1,0.748,0.00862474,13.50154048,0.19627637,-1,2
Ci-2,C,1,1,0.7349,0.007877851,13.50154048,0.19627637,-1,2
Ab-2,A,1,1,0.7547,0.011078757,13.50154048,0.19627637,-1,2
Ci-3,C,1,1,0.7582,0.010867067,13.50154048,0.19627637,-1,2
Cc-1_B-14,A,1,1,0.7658,0.00733376,13.20872705,0.189948662,2,2
FGS-1-1,A,1,1,0.6546,0.008411452,11.06311899,0.160148318,27.5,2.2
Ac-2,A,1,1,0.7647,0.00958791,13.20872705,0.189948662,2,2
Cc-3,A,1,1,0.7657,0.008847141,13.20872705,0.189948662,2,2
FGS-1-3,A,1,1,0.6881,0.008280193,11.6523359,0.063381618,19.8,0.8
Pp-3,A,1,1,0.6728,0.008348236,10.91738544,0.213259759,29.5,3
Ac-1_B-14,A,1,1,0.7885,0.009722098,13.20872705,0.189948662,2,2
Ab-3,A,1,1,0.775,0.009551689,13.50154048,0.19627637,-1,2
Cc-1_B-12,A,1,1,0.7426,0.010638742,13.50154048,0.19627637,-1,2
Ac-1_B-12,A,1,1,0.7742,0.010826969,13.50154048,0.19627637,-1,2
Ci-2,C,1,1,0.75,0.009424848,13.50154048,0.19627637,-1,2
Mya-16,A,1,1,0.7156,0.008471902,11.96889488,0.139553823,15.9,1.7
WG061278,A,1,1,0.7076,0.008955217,12.95326343,0.184484216,4.7,2
Mya-8.5,A,1,1,0.6896,0.009821435,12.59714564,0.194445217,8.6,2.2
Pp-3,A,1,1,0.7068,0.008096692,10.91738544,0.213259759,29.5,3
Pp-2,A,1,1,0.6741,0.009145296,10.91738544,0.213259759,29.5,3
Ac-2,A,1,1,0.7569,0.008650968,13.20872705,0.189948662,2,2
Pp-1,A,1,1,0.6853,0.0107509,10.91738544,0.213259759,29.5,3
Ac-1_B-12,A,1,1,0.7702,0.010551807,13.50154048,0.19627637,-1,2
FGS-1-2,A,1,1,0.6959,0.010925423,11.40188158,0.114629449,23,1.5
Cc-1_B-14,A,1,1,0.7636,0.00878688,13.20872705,0.189948662,2,2
Cc-2_B-12,A,1,1,0.9118,0.010213135,13.50154048,0.19627637,-1,2
Pp-3,A,1,1,0.6832,0.010993563,10.91738544,0.213259759,29.5,3
WG061278,A,1,1,0.7293,0.011235213,12.95326343,0.184484216,4.7,2
Ci-1,C,1,1,0.7877,0.009629348,13.50154048,0.19627637,-1,2
Ab-3,A,1,1,0.7625,0.008649657,13.50154048,0.19627637,-1,2
P52,A,1,1,0.7081,0.008591465,11.28725213,0.037825885,24.5,0.5
Mya-3.5,A,1,1,0.722,0.009581912,13.07533048,0.075321279,3.4,0.8
Mya-8.5,A,1,1,0.7317,0.011003202,12.59714564,0.194445217,8.6,2.2
Cc-1_B-12,A,1,1,0.773,0.009248211,13.50154048,0.19627637,-1,2
Pp-2,A,1,1,0.7217,0.009766297,10.91738544,0.213259759,29.5,3
Cc-3,A,1,1,0.7785,0.008995404,13.20872705,0.189948662,2,2
Cc-2_B-14,A,1,1,0.7788,0.008865309,13.20872705,0.189948662,2,2
WG061278,A,1,1,0.7503,0.009770769,12.95326343,0.184484216,4.7,2
Pp-1,A,1,1,0.6863,0.010216512,10.91738544,0.213259759,29.5,3
FGS-1-3,A,1,1,0.7056,0.010102682,11.6523359,0.063381618,19.8,0.8
FGS-1-1,A,1,1,0.6716,0.010017054,11.06311899,0.160148318,27.5,2.2
Ab-2,A,1,1,0.7775,0.009149904,13.50154048,0.19627637,-1,2
FGS-1-2,A,1,1,0.6796,0.010955246,11.40188158,0.114629449,23,1.5
Mya-8.5,A,1,1,0.7179,0.009187173,12.59714564,0.194445217,8.6,2.2
Cc-2_B-14,A,1,1,0.7666,0.010231601,13.20872705,0.189948662,2,2
Mya-16,A,1,1,0.7087,0.009941408,11.96889488,0.139553823,15.9,1.7
Pp-2,A,1,1,0.6973,0.009893869,10.91738544,0.213259759,29.5,3
FGS-1-1,A,1,1,0.6542,0.009031142,11.06311899,0.160148318,27.5,2.2
Pp-1,A,1,1,0.6885,0.009044597,10.91738544,0.213259759,29.5,3
Ab-1,A,1,1,0.7558,0.009249616,13.50154048,0.19627637,-1,2
FGS-1-3,A,1,1,0.6929,0.009081146,11.6523359,0.063381618,19.8,0.8
Mya-3.5,A,1,1,0.7674,0.010771789,13.07533048,0.075321279,3.4,0.8
Mya-16,A,1,1,0.7227,0.011695511,11.96889488,0.139553823,15.9,1.7
Ab-1,A,1,1,0.7886,0.010866621,13.50154048,0.19627637,-1,2
Ha-3,A,1,1,0.7996,0.010739532,13.50154048,0.19627637,-1,2
Ac-1_B-12,A,1,1,0.7756,0.00899257,13.50154048,0.19627637,-1,2
Pp-3,A,1,1,0.7171,0.008801328,10.91738544,0.213259759,29.5,3
Pp-3,A,1,1,0.6925,0.007441857,10.91738544,0.213259759,29.5,3
FGS-1-2,A,1,1,0.69,0.010375757,11.40188158,0.114629449,23,1.5
Ac-1_B-12,A,1,1,0.7707,0.010338559,13.50154048,0.19627637,-1,2
Pp-3,A,1,1,0.683,0.011346896,10.91738544,0.213259759,29.5,3
Ha-3,A,1,1,0.7973,0.011073873,13.50154048,0.19627637,-1,2
Ha-3,A,1,1,0.7878,0.008527,13.50154048,0.19627637,-1,2
Ac-1_B-12,A,1,1,0.7734,0.009565279,13.50154048,0.19627637,-1,2
HMB-3,C,1,1,0.7434,0.010184542,12.42894952,0.087174548,10.5,1
GB4-3,C,1,1,0.791,0.009940058,13.50154048,0.098677108,-1,1
GB3-5,C,1,1,0.7896,0.009967402,13.50154048,0.098677108,-1,1
GB4-3,C,1,1,0.6889,0.009233487,13.50154048,0.098677108,-1,1
HMB-3,C,1,1,0.6717,0.010455527,12.42894952,0.087174548,10.5,1
GB3-5,C,1,1,0.762,0.008117653,13.50154048,0.098677108,-1,1
GB3-5,C,1,1,0.753,0.010576322,13.50154048,0.098677108,-1,1
GB4-3,C,1,1,0.7778,0.009953912,13.50154048,0.098677108,-1,1
Brach-m1,C,1,1,0.7569,0.008265211,12.87899294,0.091943257,5.5,1
RBJ-1-3,C,1,1,0.6811,0.010014429,11.06311899,0.073229115,27.5,1
Brach-m2,C,1,1,0.7352,0.010832019,12.87899294,0.091943257,5.5,1
RBJ-1-3,C,1,1,0.6956,0.011787729,11.06311899,0.073229115,27.5,1
Brach-m1,C,1,1,0.7558,0.01058694,12.87899294,0.091943257,5.5,1
RBJ-1-3,C,1,1,0.679,0.009985705,11.06311899,0.073229115,27.5,1
Brach-m2,C,1,1,0.7588,0.009447022,12.87899294,0.091943257,5.5,1
Brach-m1,C,1,1,0.7489,0.008918055,12.87899294,0.091943257,5.5,1
Brach-m2,C,1,1,0.7867,0.008086776,12.87899294,0.091943257,5.5,1
HPL-1,C,1,1,0.7269,0.009552742,12.09409167,0.041949645,14.4,0.5
HPL-3,C,1,1,0.7046,0.011309927,11.34817158,0.007641866,23.7,0.1
HPL-2,C,1,1,0.6813,0.008595089,11.07785263,0.014733634,27.3,0.2
HPL-3,C,1,1,0.7085,0.010703058,11.34817158,0.007641866,23.7,0.1
HPL-3,C,1,1,0.6883,0.008142245,11.34817158,0.007641866,23.7,0.1
HPL-1,C,1,1,0.724,0.009666205,12.09409167,0.041949645,14.4,0.5
HPL-1,C,1,1,0.7476,0.009867283,12.09409167,0.041949645,14.4,0.5
HPL-2,C,1,1,0.6884,0.009047945,11.07785263,0.014733634,27.3,0.2
Dwyvillei,C,1,1,0.7402,NA,12.47288356,0.08763636,10,1
Ghirsuta,C,1,1,0.7326,NA,12.56145338,0.088569816,9,1
Ghirsuta,C,1,1,0.7449,NA,12.56145338,0.088569816,9,1
Spondylussp,C,1,1,0.6686,NA,10.95354767,0.07214568,29,1
Coldseepcc,C,1,1,0.757,NA,12.56145338,0.008899364,9,0.1
Coldseepcc,C,1,1,0.7646,NA,12.56145338,0.008899364,9,0.1
Dwyvillei,C,1,1,0.7419,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7429,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7139,NA,12.47288356,0.08763636,10,1
Spondylussp,C,1,1,0.7098,NA,10.95354767,0.07214568,29,1
Spondylussp,C,1,1,0.6735,NA,10.95354767,0.07214568,29,1
Dwyvillei,C,1,1,0.76,NA,12.47288356,0.08763636,10,1
Spondylussp,C,1,1,0.6907,NA,10.95354767,0.07214568,29,1
Dwyvillei,C,1,1,0.738,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7627,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7257,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7173,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7377,NA,12.47288356,0.08763636,10,1
Ostricheggshell,C,1,1,0.6436,NA,10.32905023,0.039720714,38,0.6
Spondylussp,C,1,1,0.6509,NA,10.95354767,0.07214568,29,1
Spondylussp,C,1,1,0.6643,NA,10.95354767,0.07214568,29,1
Dwyvillei,C,1,1,0.7528,NA,12.47288356,0.08763636,10,1
Ostricheggshell,C,1,1,0.6997,NA,10.32905023,0.039720714,38,0.6
Dwyvillei,C,1,1,0.7527,NA,12.47288356,0.08763636,10,1
Ostricheggshell,C,1,1,0.6727,NA,10.32905023,0.039720714,38,0.6
Spondylussp,C,1,1,0.6734,NA,10.95354767,0.07214568,29,1
Spondylussp,C,1,1,0.6889,NA,10.95354767,0.07214568,29,1
Gruber,C,1,1,0.7013,NA,11.17434268,0.074334353,26,1
Ostricheggshell,C,1,1,0.6618,NA,10.32905023,0.039720714,38,0.6
Spondylussp,C,1,1,0.7092,NA,10.95354767,0.07214568,29,1
Dwyvillei,C,1,1,0.7129,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7621,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7274,NA,12.47288356,0.08763636,10,1
Gruber,C,1,1,0.6724,NA,11.17434268,0.074334353,26,1
Ostricheggshell,C,1,1,0.6916,NA,10.32905023,0.039720714,38,0.6
Ginflata,C,1,1,0.7237,NA,12.12780928,0.084030991,14,1
Ginflata,C,1,1,0.716,NA,12.12780928,0.084030991,14,1
Ostricheggshell,C,1,1,0.6606,NA,10.32905023,0.039720714,38,0.6
Spondylussp,C,1,1,0.6823,NA,10.95354767,0.07214568,29,1
Ostricheggshell,C,1,1,0.6692,NA,10.32905023,0.039720714,38,0.6
Ostricheggshell,C,1,1,0.6409,NA,10.32905023,0.039720714,38,0.6
Ostricheggshell,C,1,1,0.6643,NA,10.32905023,0.039720714,38,0.6
Ostricheggshell,C,1,1,0.679,NA,10.32905023,0.039720714,38,0.6
Ostricheggshell,C,1,1,0.6812,NA,10.32905023,0.039720714,38,0.6
Ostricheggshell,C,1,1,0.7109,NA,10.32905023,0.039720714,38,0.6
Dwyvillei,C,1,1,0.7492,NA,12.47288356,0.08763636,10,1
Ostricheggshell,C,1,1,0.6535,NA,10.32905023,0.039720714,38,0.6
Ostricheggshell,C,1,1,0.6581,NA,10.32905023,0.039720714,38,0.6
Dwyvillei,C,1,1,0.7558,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7464,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.709,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7306,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7549,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7582,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7299,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7406,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7366,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.7301,NA,12.47288356,0.08763636,10,1
Dwyvillei,C,1,1,0.703,NA,12.47288356,0.08763636,10,1
Coldseepcc,C,1,1,0.7582,NA,12.56145338,0.008899364,9,0.1
Coldseepcc,C,1,1,0.7259,NA,12.56145338,0.008899364,9,0.1
Ostricheggshell,C,1,1,0.6472,NA,10.32905023,0.039720714,38,0.6
Coldseepcc,C,1,1,0.7605,NA,12.56145338,0.008899364,9,0.1
Coldseepcc,C,1,1,0.7399,NA,12.56145338,0.008899364,9,0.1
CIS006-Epacifica,A,1,1,0.7157,0.0111,12.8328978,0.091450967,6,1
CIS006-Epacifica,A,1,1,0.6792,0.0116,12.8328978,0.091450967,6,1
CIS020-Pp,A,1,1,0.6659,0.0182,11.24942624,0.223012995,25,3
CIS006-Epacifica,A,1,1,0.7069,0.0173,12.8328978,0.091450967,6,1
CIS020-Pp,A,1,1,0.6809,0.0189,11.24942624,0.223012995,25,3
CIS004-PDalli,C,1,1,0.7181,0.0209,12.74144683,0.090476879,7,1
CIS004-PDalli,C,1,1,0.7255,0.0186,12.74144683,0.090476879,7,1
CIS020-Pp,A,1,1,0.6774,0.0171,11.24942624,0.223012995,25,3
CIS020-Pp,A,1,1,0.6678,0.0192,11.24942624,0.223012995,25,3
CIS020-Pp,A,1,1,0.6668,0.0182,11.24942624,0.223012995,25,3
CIS006-Epacifica,A,1,1,0.694,0.0194,12.8328978,0.091450967,6,1
CIS004-PDalli,C,1,1,0.7309,0.0193,12.74144683,0.090476879,7,1
CIS022-Calbidus,A,1,1,0.7184,0.021,11.73229679,0.429860872,18.8,5.5
CIS006-Epacifica,A,1,1,0.7488,0.0163,12.8328978,0.091450967,6,1
CIS006-Epacifica,A,1,1,0.7672,0.0206,12.8328978,0.091450967,6,1
CIS004-PDalli,C,1,1,0.745,0.0193,12.74144683,0.090476879,7,1
CIS020-Pp,A,1,1,0.6539,0.014,11.24942624,0.223012995,25,3
CIS004-PDalli,C,1,1,0.7306,0.0154,12.74144683,0.090476879,7,1
CIS023-Pcanal,C,1,1,0.7077,0.0172,12.08568424,0.248201862,14.5,3
CIS022-Calbidus,A,1,1,0.6957,0.0163,11.73229679,0.429860872,18.8,5.5
CIS025-Marenaria,A,1,1,0.7091,0.0152,12.3852472,0.232057091,11,2.7
CIS023-Pcanal,C,1,1,0.7071,0.0193,12.08568424,0.248201862,14.5,3
CIS006-Epacifica,A,1,1,0.7402,0.0176,11.73229679,0.429860872,18.8,5.5
CIS020-Pp,A,1,1,0.6816,0.0204,11.24942624,0.223012995,25,3
CIS025-Marenaria,A,1,1,0.7323,0.0177,12.3852472,0.232057091,11,2.7
Ehux15,C,1,1,0.7252,NA,12.04377829,0.016701372,15,0.2
Ehux25,C,1,1,0.7069,NA,11.24942624,0.015077132,25,0.2
Ehux20,C,1,1,0.707,NA,11.63644183,0.015861565,20,0.2
Ehux7,C,1,1,0.7463,NA,12.74144683,0.018172858,7,0.2
Ehux25,C,1,1,0.7039,NA,11.24942624,0.015077132,25,0.2
Ehux15,C,1,1,0.7159,NA,12.04377829,0.016701372,15,0.2
Ehux20,C,1,1,0.7147,NA,11.63644183,0.015861565,20,0.2
Cpel20,C,1,1,0.719,NA,11.63644183,0.015861565,20,0.2
Ehux20,C,1,1,0.7148,NA,11.63644183,0.015861565,20,0.2
